Actions: [(5,), (6,), (1,), (2,), (4,), (3,), (5, 6), (5, 1), (5, 2), (5, 4), (5, 3), (6, 1), (6, 2), (6, 4), (6, 3), (1, 2), (1, 4), (1, 3), (2, 4), (2, 3), (4, 3)]
Episode 0 of 40000
         2505781 function calls (2451342 primitive calls) in 20.422 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:552(get_configdir)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 core.py:5744(Group)
        1    0.000    0.000    0.000    0.000 package_importer.py:631(_PackageResourceReader)
        3    0.000    0.000    0.000    0.000 rendezvous.py:23(register_rendezvous_handler)
        1    0.000    0.000    0.000    0.000 keyboard.py:18(SDL_Keysym)
        1    0.000    0.000    0.000    0.000 conv.py:1503(LazyConvTranspose3d)
        1    0.000    0.000    0.000    0.000 ticker.py:1568(Locator)
        1    0.000    0.000    0.000    0.000 swa_utils.py:10(AveragedModel)
        1    0.000    0.000    0.000    0.000 _typing.py:210(_DataPipeType)
        2    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 activation.py:1051(PReLU)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(Node)
        1    0.000    0.000    0.000    0.000 rnn.py:14(PackedParameter)
        1    0.000    0.000    0.000    0.000 dviread.py:1033(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 reductions.py:20(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 haptic.py:75(SDL_HapticPeriodic)
        1    0.000    0.000    0.000    0.000 ImageFile.py:719(PyEncoder)
        1    0.000    0.000    0.000    0.000 activation.py:524(CELU)
        1    0.000    0.000    0.000    0.000 conv_fused.py:350(ConvBn2d)
        1    0.000    0.000    0.000    0.000 warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 core.py:3589(LineStart)
        1    0.000    0.000    0.000    0.000 streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 msgbox.py:13(MessageBoxTheme)
        1    0.000    0.000    0.000    0.000 _mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:61(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 backend_tools.py:642(ZoomPanBase)
        3    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:110(AxesWidget)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1447(ParamSpec)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1592(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 index_tricks.py:537(CClass)
        1    0.000    0.000    0.000    0.000 pixels.py:487(SDL_Palette)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:577(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 __init__.py:764(_get_backend_or_none)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(_StderrHandler)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 conv.py:335(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 join.py:10(JoinHook)
        1    0.000    0.000    0.000    0.000 err.py:6(SDLError)
        1    0.000    0.000    0.000    0.000 __init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 activation.py:359(SiLU)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 polar.py:310(ThetaTick)
        1    0.000    0.000    0.000    0.000 client.py:1482(IncompleteRead)
        1    0.000    0.000    0.000    0.000 dataframes.py:215(CaptureGetAttr)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 combining.py:160(_ChildDataPipe)
        1    0.000    0.000    0.000    0.000 tarfile.py:574(_StreamProxy)
        2    0.000    0.000    0.000    0.000 results.py:429(__getattr__)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 grad_mode.py:230(inference_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:728(Context)
        1    0.000    0.000    0.000    0.000 syswm.py:97(_msg)
        1    0.000    0.000    0.000    0.000 stubs.py:4(QuantStub)
        1    0.000    0.000    0.000    0.000 parse.py:807(Quoter)
        1    0.000    0.000    0.000    0.000 dataclasses.py:564(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 scale.py:159(FuncScale)
        1    0.000    0.000    0.000    0.000 loss.py:1268(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 syswm.py:62(_winmsg)
        1    0.000    0.000    0.000    0.000 dll.py:347(version)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:105(OneHotCategoricalStraightThrough)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:731(SupportsIndex)
        1    0.000    0.000    0.000    0.000 loss.py:1215(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 batchnorm.py:118(_BatchNorm)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 observer.py:1315(ReuseInputObserver)
        1    0.000    0.000    0.000    0.000 protocol.py:12(ProtocolClient)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 activation.py:568(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:830(Softshrink)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
        1    0.000    0.000    0.000    0.000 haptic.py:110(SDL_HapticRamp)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 category.py:118(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 constraints.py:146(_DependentProperty)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 _recursive.py:332(__init__)
        1    0.000    0.000    0.000    0.000 activation.py:400(Mish)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 __init__.py:9(Mat)
        1    0.000    0.000    0.000    0.000 activation.py:242(ReLU6)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 package_exporter.py:114(PackagingError)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:452(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 pixelaccess.py:22(PixelView)
        1    0.000    0.000    0.000    0.000 core.py:2391(NoMatch)
        1    0.000    0.000    0.000    0.000 _ops.py:135(_OpNamespace)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 core.py:6844(_frommethod)
        2    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 tarfile.py:308(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 __init__.py:248(CudaError)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:3722(WordEnd)
        1    0.000    0.000    0.000    0.000 scale.py:89(LinearScale)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 core.py:3940(_ErrorStop)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        4    0.000    0.000    0.000    0.000 function.py:490(_iter_filter)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 backend_tools.py:304(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 conv.py:275(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 reductions.py:39(SharedCache)
        2    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
        1    0.000    0.000    0.000    0.000 dataloader.py:59(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
        1    0.000    0.000    0.000    0.000 package_importer.py:596(_PackageNode)
        1    0.000    0.000    0.000    0.000 core.py:4787(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:490(PackagePath)
        1    0.000    0.000    0.000    0.000 dll.py:59(SDL_version)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 ezpickle.py:4(EzPickle)
        1    0.000    0.000    0.000    0.000 _state.py:12(EnabledProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
        1    0.000    0.000    0.000    0.000 combining.py:61(ForkerIterDataPipe)
        1    0.000    0.000    0.000    0.000 dataframes.py:105(CaptureVariable)
        1    0.000    0.000    0.000    0.000 backend_tools.py:600(ToolHome)
        1    0.000    0.000    0.000    0.000 ImageFile.py:598(PyCodec)
        1    0.000    0.000    0.000    0.000 conv_fused.py:480(ConvBn3d)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 learning_agent.py:9(LearningParameters)
        4    0.000    0.000    0.000    0.000 core.py:5916(postParse)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 touch.py:39(SDL_Finger)
        1    0.000    0.000    0.000    0.000 core.py:426(ActionWrapper)
        1    0.000    0.000    0.000    0.000 util.py:129(LRUMemo)
        1    0.000    0.000    0.000    0.000 linear.py:116(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:561(_IgnoreContextManager)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:84(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 events.py:490(SDL_SysWMEvent)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:219(_AnyMeta)
        1    0.000    0.000    0.000    0.000 offsetbox.py:420(PackerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1877(SubplotTool)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 utils.py:6(IterableWrapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 widgets.py:266(SliderBase)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 module.py:20(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1501(YearLocator)
        1    0.000    0.000    0.000    0.000 notices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 gridspec.py:476(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 backend_tools.py:370(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.007    0.007 tokenize.py:99(_compile)
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
        1    0.000    0.000    0.000    0.000 frontend.py:97(FrontendError)
        1    0.000    0.000    0.000    0.000 parameter.py:133(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 patches.py:2642(Roundtooth)
        1    0.000    0.000    0.000    0.000 pixelaccess.py:296(SurfaceArray)
        1    0.000    0.000    0.000    0.000 events.py:239(SDL_MouseButtonEvent)
        1    0.000    0.000    0.000    0.000 _adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 typing.py:2047(final)
        1    0.000    0.000    0.000    0.000 unicode.py:165(Greek)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 events.py:70(MPEventHandler)
        1    0.000    0.000    0.000    0.000 ImageFile.py:328(StubImageFile)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 loss.py:467(MSELoss)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 enum.py:58(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 dates.py:876(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 pooling.py:93(MaxPool2d)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 pooling.py:1104(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 _mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 __init__.py:59(get_calls)
        1    0.000    0.000    0.000    0.000 figure.py:121(SubplotParams)
        1    0.000    0.000    0.000    0.000 backend_tools.py:420(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:749(ChainedScheduler)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_dpi)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:489(LinearLR)
        1    0.000    0.000    0.000    0.000 dataframes.py:183(CaptureMul)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:749(path)
        1    0.000    0.000    0.000    0.000 dataset.py:51(Dataset)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 _mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 transforms.py:639(AbsTransform)
        2    0.000    0.000    0.000    0.000 axis.py:572(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 zipfile.py:665(_check_compression)
        1    0.000    0.000    0.000    0.000 initcheck.py:58(init_check)
        1    0.000    0.000    0.000    0.000 abc.py:265(SourceLoader)
        1    0.000    0.000    0.000    0.000 worker.py:62(WorkerInfo)
        1    0.000    0.000    0.000    0.000 transforms.py:2271(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 _classes.py:4(_ClassNamespace)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(AxisError)
        1    0.000    0.000    0.000    0.000 core.py:392(RewardWrapper)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 compat.py:149(ExperimentalWarning)
        1    0.000    0.000    0.000    0.000 core.py:5072(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 collections.py:1275(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:28(context)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:762(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 events.py:155(SDL_CommonEvent)
        1    0.000    0.000    0.000    0.000 _trace.py:1100(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 ticker.py:1687(FixedLocator)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1341(OneCycleLR)
        1    0.000    0.000    0.000    0.000 _docstring.py:64(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 _pytree.py:33(NodeDef)
        1    0.000    0.000    0.000    0.000 polar.py:281(ThetaLocator)
        1    0.000    0.000    0.000    0.000 activation.py:436(Hardswish)
        1    0.000    0.000    0.000    0.000 haptic.py:155(SDL_HapticEffect)
        1    0.000    0.000    0.000    0.000 reductions.py:52(_after_fork)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 frontend.py:114(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 locale.py:14(SDL_Locale)
        1    0.000    0.000    0.000    0.000 zipfile.py:1823(close)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 __init__.py:46(__getattr__)
        1    0.000    0.000    0.000    0.000 loss.py:843(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 events.py:186(SDL_KeyboardEvent)
        1    0.000    0.000    0.000    0.000 events.py:275(SDL_JoyAxisEvent)
        1    0.000    0.000    0.000    0.000 iter.py:131(QueueWrapper)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:1009(P2POp)
        1    0.000    0.000    0.001    0.001 helpers.py:599(make_html_tags)
        1    0.000    0.000    0.000    0.000 backend_tools.py:380(ToolGrid)
        1    0.000    0.000    0.000    0.000 art3d.py:347(Collection3D)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 ticker.py:270(FixedFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:610(DoubleStorage)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1139(Accent)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        5    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:1658(IndexLocator)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 map.py:113(QueueWrapperForMap)
        1    0.000    0.000    0.000    0.000 core.py:3664(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 patches.py:2583(Sawtooth)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:230(Any)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 protocol.py:140(IterDataPipeQueueProtocolServer)
        1    0.000    0.000    0.000    0.000 container.py:18(Container)
        1    0.000    0.000    0.000    0.000 shape.py:48(SDL_WindowShapeParams)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:82(_32Bit)
        1    0.000    0.000    0.000    0.000 gamecontroller.py:120(_gchat)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:578(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pytree.py:118(LeafSpec)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 events.py:173(SDL_WindowEvent)
        1    0.000    0.000    0.000    0.000 protocol.py:41(ProtocolServer)
        1    0.000    0.000    0.000    0.000 backend_tools.py:609(ToolBack)
        1    0.000    0.000    0.000    0.000 pooling.py:167(MaxPool3d)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 loss.py:984(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 __init__.py:630(IntStorage)
        1    0.000    0.000    0.000    0.000 backend_tools.py:437(ToolYScale)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 spawn.py:25(ProcessRaisedException)
        1    0.000    0.000    0.000    0.000 backend_tools.py:934(ToolCopyToClipboardBase)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _docstring.py:76(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:286(device_of)
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
        1    0.000    0.000    0.000    0.000 request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 core.py:5781(Dict)
        1    0.000    0.000    0.000    0.000 instancenorm.py:75(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 grad_mode.py:134(enable_grad)
        1    0.000    0.000    0.000    0.000 ezpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:15(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3475(ShowBase)
        1    0.000    0.000    0.000    0.000 __init__.py:24(_QEngineProp)
        1    0.000    0.000    0.000    0.000 constraints.py:245(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 __init__.py:13(ExportTypes)
        1    0.000    0.000    0.000    0.000 events.py:395(SDL_AudioDeviceEvent)
        1    0.000    0.000    0.000    0.000 core.py:4652(_Indent)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:587(SequentialLR)
        1    0.000    0.000    0.000    0.000 streamreader.py:5(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 patches.py:2763(Arc3)
        1    0.000    0.000    0.000    0.000 __init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 __init__.py:650(BFloat16Storage)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
        1    0.000    0.000    0.000    0.000 context.py:295(ForkServerProcess)
        2    0.000    0.000    0.000    0.000 rcsetup.py:341(validate_aspect)
        1    0.000    0.000    0.000    0.000 backend_tools.py:332(RubberbandBase)
        1    0.000    0.000    0.000    0.000 datapipes.py:101(ExampleAggregateAsDataFrames)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:336(StepLR)
        1    0.000    0.000    0.000    0.000 backend_tools.py:634(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 spawn.py:79(ProcessContext)
        1    0.000    0.000    0.000    0.000 abc.py:64(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 protocol.py:96(MapDataPipeQueueProtocolClient)
        1    0.000    0.000    0.000    0.000 _mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 __init__.py:620(HalfStorage)
        1    0.000    0.000    0.000    0.000 dropout.py:24(Dropout)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 utils.py:95(lazy_property)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pooling.py:918(LPPool2d)
        1    0.000    0.000    0.000    0.000 graph.py:75(save_on_cpu)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 version.py:43(SDL_version)
        1    0.000    0.000    0.000    0.000 decoder.py:104(ImageHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:141(<listcomp>)
        2    0.000    0.000    0.000    0.000 torch_version.py:17(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
        1    0.000    0.000    0.000    0.000 profiler_util.py:521(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 fused.py:8(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 offsetbox.py:467(VPacker)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 transforms.py:2790(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:288(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1390(Rule)
        1    0.000    0.000    0.000    0.000 messagebox.py:54(SDL_MessageBoxButtonData)
        1    0.000    0.000    0.000    0.000 font_manager.py:910(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 instancenorm.py:151(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 backend_tools.py:395(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 connection.py:765(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:615(FloatStorage)
        1    0.000    0.000    0.000    0.000 serialization.py:210(_open_file)
        1    0.000    0.000    0.000    0.000 error.py:171(AlreadyPendingCallError)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 patches.py:2325(Square)
        1    0.000    0.000    0.000    0.000 spritesystem.py:247(SoftwareSpriteRenderSystem)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 dataframes.py:14(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 colors.py:2119(NoNorm)
        1    0.000    0.000    0.000    0.000 linear.py:4(Linear)
        1    0.000    0.000    0.000    0.000 ebs.py:280(Applicator)
        1    0.000    0.000    0.000    0.000 zipfile.py:758(_Tellable)
        1    0.000    0.000    0.000    0.000 dates.py:1839(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 cbook.py:1295(<dictcomp>)
